cheese,url,milk,country,region,family,type,texture,rind,color,flavor,aroma,vegetarian,vegan,producers
Perl Las Blue,https://www.cheese.com/perl-las-blue/,cow,United Kingdom,Wisconsin,Cheddar,semi-soft,creamy,natural,golden yellow,"creamy, salty",rich,No,No,Sartori
Perl Wen,https://www.cheese.com/perl-wen/,cow,"United Kingdom, Wales",Wisconsin,Cheddar,semi-soft,"creamy, smooth, soft",natural,white,citrusy,rich,No,No,Sartori
Perlagrigia Sotto Cenere,https://www.cheese.com/perlagrigia-sotto-cenere/,cow,Italy,Veneto,Brie,soft,compact,ash coated,pale yellow,"sharp, spicy","aromatic, smokey",False,False,La Casearia Carpenedo S.r.l.
Perroche,https://www.cheese.com/perroche/,goat,United Kingdom,"Herefordshire, West Midlands",Mozzarella,"fresh soft, artisan",creamy,natural,white,"lemony, mild","aromatic, fresh, herbal",True,False,Neal's Yard Creamery
Petida,https://www.cheese.com/petida/,cow,Germany,Wisconsin,Feta,"soft, brined",creamy,artificial,white,"mild, milky","clean, fresh",True,False,Bergader Privatkäserei GmbH
Petit Blaja,https://www.cheese.com/petit-blaja/,goat,France,Wisconsin,Brie,soft,soft,natural,golden yellow,creamy,rich,No,No,Sartori
Petit Pardou,https://www.cheese.com/petit-pardou/,cow,France,Laruns,Cheddar,semi-hard,creamy,natural,white,creamy,aromatic,False,False,Sartori
Petit-Suisse,https://www.cheese.com/petit-suisse/,cow,France,"Normandy, Auvilliers",Cottage,fresh soft,"creamy, smooth",rindless,white,"mild, sweet",fresh,No,No,Danone
Petite Swiss,https://www.cheese.com/petite-swiss/,cow,United States,Wisconsin,Cheddar,semi-hard,compact,natural,pale yellow,"mild, nutty, sweet","fresh, fruity",No,No,Emmi Roth USA
Phoebe,https://www.cheese.com/phoebe/,"goat, sheep",United States,"Tieton, Washington",Feta,"fresh soft, brined",soft,rindless,white,"milky, salty",fresh,No,No,Tieton Farm & Creamery
Pianoforte,https://www.cheese.com/pianoforte/,cow,United States,California,Brie,"soft, soft-ripened","creamy, soft",natural,pale yellow,"acidic, mushroomy, nutty",pleasant,No,No,Andante Dairy
Piave,https://www.cheese.com/piave/,cow,Italy,Veneto,Cheddar,"hard, artisan","crystalline, dense, flaky",natural,white,creamy,rich,No,No,Sartori
Piave Fresco,https://www.cheese.com/piave-fresco/,cow,Italy,Veneto,Parmesan,"semi-hard, artisan","creamy, smooth",natural,ivory,"mild, milky, smooth","mild, milky, pleasant",No,No,Sartori
Piave Mezzano,https://www.cheese.com/piave-mezzano/,cow,United States,Veneto,Parmesan,"hard, artisan","dense, firm",natural,pale yellow,"full-flavored, salty, sharp, strong","milky, pleasant",No,No,Sartori
Piave Vecchio DOP,https://www.cheese.com/piave-vecchio/,cow,Italy,Veneto,Parmesan,"hard, artisan","dense, firm, flaky",natural,golden yellow,"nutty, strong, sweet",rich,No,No,Sartori
Piave Vecchio Selezione Oro,https://www.cheese.com/piave-vecchio-selezione-oro/,cow,Italy,Veneto,Parmesan,"hard, artisan","crumbly, dense, flaky, grainy",natural,yellow,"fruity, full-flavored, mild, sweet",rich,No,No,Sartori
Picobello,https://www.cheese.com/picobello/,cow,Netherlands,Huizen,Gouda,hard,"crumbly, open",waxed,golden yellow,"caramel, nutty, sweet",rich,No,No,Westland Kaasexport B.V.
Picodon de Chevre,https://www.cheese.com/picodon-de-chevre/,goat,France,Wisconsin,Brie,"soft, artisan","firm, smooth",natural,white,"sour, sweet","goaty, pungent",No,No,Sartori
Picolo,https://www.cheese.com/picolo/,cow,United States,California,Brie,"soft, artisan",soft-ripened,bloomy,pale yellow,"mushroomy, nutty, sweet",sweet,No,No,Andante Dairy
Picos de Europa,https://www.cheese.com/picos-de-europa/,cow,Spain,Wisconsin,Blue,"semi-soft, blue-veined",creamy,natural,blue,"spicy, strong",rich,No,No,Sartori
Pied-de-vent,https://www.cheese.com/pied-de-vent/,cow,Canada,Quebec,Blue,"semi-soft, blue-veined","creamy, smooth",washed,cream,"mushroomy, nutty",rich,False,False,Fromagerie du Pied-De-Vent
Pierce Pt,https://www.cheese.com/pierce-pt/,cow,United States,California,Brie,"soft, artisan",soft,bloomy,pale yellow,"savory, tangy","floral, herbal",True,False,Cowgirl Creamery
Pigouille,https://www.cheese.com/pigouille/,sheep,France,Charentes,Brie,"soft, artisan","creamy, crumbly, grainy",mold ripened,ivory,"acidic, salty, sweet, tangy",barnyardy,No,No,Sartori
Pimento,https://www.cheese.com/pimento/,cow,United States,"Ann Arbor, Michigan",Brie,"soft, artisan","creamy, crumbly",rindless,brown,spicy,rich,False,False,Zingerman's Creamery
Pinconning,https://www.cheese.com/pinconning/,cow,United States,"Pinconning, Michigan",Cheddar,semi-hard,"creamy, open",natural,yellow,"mild, sharp",rich,False,False,Pinconning Cheese Co.
Piora,https://www.cheese.com/piora/,cow,Switzerland,Piora Valley,Gouda,hard,creamy,natural,white,creamy,"aromatic, rich",False,False,Sartori
Piper's Pyramide,https://www.cheese.com/pipers-pyramide/,goat,United States,Indiana,Brie,"soft, artisan, soft-ripened","creamy, dense, fluffy, soft-ripened",bloomy,white,"buttery, milky, sweet","lactic, musty",False,False,Capriole Goat Cheese
Pistol Point Cheddar,https://www.cheese.com/pistol-point-cheddar/,cow,United States,Oregon,Cheddar,"semi-hard, artisan","creamy, crumbly",natural,pale yellow,"smokey , spicy",rich,True,False,Rogue Creamery
Pitchfork Cheddar,https://www.cheese.com/pitchfork-cheddar/,cow,England,Wisconsin,Gouda,hard,"compact, creamy, firm",cloth wrapped,pale yellow,"acidic, fruity, grassy, nutty, tangy","buttery, fruity, grassy, nutty, subtle",False,False,Trethowan Brothers
Pithtiviers au Foin,https://www.cheese.com/pithtiviers-au-foin/,cow,France,"Centre , the department of Loiret",Camembert,"soft, artisan",smooth,natural,pale yellow,"burnt caramel, fruity",grassy,False,False,Kraft Foods Company
Pizy,https://www.cheese.com/pizy/,cow,Canada,Quebec,Tomme,"soft, artisan, soft-ripened","creamy, smooth, soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,No,No,Fromagerie La Suisse Normande
Plancherin d'Arêches,https://www.cheese.com/plancherin-d-areches/,goat,France,Wisconsin,Brie,soft,"creamy, smooth, soft",natural,white,"creamy, floral, herbaceous, mild, nutty, woody","floral, fresh, herbal, perfumed, woody",False,False,Caroline Jouguet
Pleasant Creek,https://www.cheese.com/pleasant-creek/,goat,United States,Oregon,Swiss Cheese,hard,"open, smooth",natural,yellow,"buttery, mild, nutty","fruity, grassy",True,False,Pholia Farm
Pleasant Ridge Reserve,https://www.cheese.com/pleasant-ridge-reserve/,cow,United States,Wisconsin,Cheddar,"semi-hard, artisan","crystalline, firm, smooth",washed,golden yellow,"creamy, full-flavored, grassy, nutty",rich,False,False,Uplands Cheese Company
Plymouth Cheese,https://www.cheese.com/plymouth-cheese/,cow,United States,Vermont,Cheddar,"hard, artisan","firm, flaky, grainy",waxed,yellow,"buttery, fruity, full-flavored, nutty, smokey , spicy, tangy","rich, smokey, strong",No,No,Plymouth Artisan Cheese
Podhalanski,https://www.cheese.com/podhalanski/,"cow, sheep",Poland,Wisconsin,Cheddar,"semi-hard, artisan","creamy, open",natural,pale yellow,smokey,smokey,False,False,Sartori
Point Reyes Bay Blue,https://www.cheese.com/point-reyes-bay-blue/,cow,United States,California,Blue,"soft, artisan","creamy, crumbly",natural,pale yellow,"buttery, caramel, creamy, salty, sweet","earthy, strong",No,No,Point Reyes Farmstead Cheese Co
Point Reyes Original Blue,https://www.cheese.com/point-reyes-original-blue/,cow,United States,California,Blue,"semi-soft, artisan, blue-veined","buttery, creamy",natural,white,"creamy, milky, strong, sweet","fresh, milky, strong",True,False,Point Reyes Farmstead Cheese Co
Point Reyes Toma,https://www.cheese.com/point-reyes-toma/,cow,United States,California,Cheddar,"semi-hard, artisan","buttery, creamy",waxed,ivory,"buttery, creamy",buttery,True,False,Point Reyes Farmstead Cheese Co
Poivre d'Ane,https://www.cheese.com/poivre-dane/,"cow, goat",France,Wisconsin,Brie,"soft, artisan",smooth,natural,white,herbaceous,herbal,No,No,Sartori
Pokolbin,https://www.cheese.com/pokolbin/,cow,Australia,Hunter Valley,Blue,"semi-soft, smear-ripened",creamy,washed,white,"sharp, spicy",rich,False,False,Hunter Valley Cheese Company
Pompeii,https://www.cheese.com/pompeii/,cow,Australia,South Australia,Blue,"semi-hard, artisan, smear-ripened","crumbly, soft, supple",washed,cream,"herbaceous, sweet",herbal,True,False,Woodside Cheese Wrights
Pong's Extraordinary... Cheddar,https://www.cheese.com/pongs-extraordinary-cheddar/,cow,United Kingdom,Wisconsin,Blue,"hard, semi-hard","creamy, crumbly",natural,yellow,creamy,rich,No,No,Sartori
Pont l'Eveque,https://www.cheese.com/pont-leveque/,cow,France,Wisconsin,Brie,soft,creamy,washed,pale yellow,"creamy, full-flavored",rich,No,No,Sartori
Port Nicholson,https://www.cheese.com/port-nicholson/,cow,New Zealand,Wisconsin,Cheddar,semi-soft,"creamy, smooth",washed,orange,"sour, sweet",smokey,No,No,Kapiti Brands NZ Ltd
Port-Salut,https://www.cheese.com/port-salut/,cow,France,Brittany,Cheddar,semi-soft,"creamy, smooth",washed,pale yellow,"acidic, mellow",rich,False,False,Sartori
Postel,https://www.cheese.com/postel/,cow,Belgium,Postel,Blue,"semi-hard, artisan",creamy,washed,white,creamy,rich,False,False,Sartori
Pouligny-Saint-Pierre,https://www.cheese.com/pouligny-saint-pierre/,goat,France,Berry,Brie,soft,"creamy, crumbly",natural,ivory,"acidic, sweet",goaty,False,False,Sartori
Pourly,https://www.cheese.com/pourly/,goat,France,Burgund,Brie,"soft, artisan",smooth,natural,pale yellow,sweet,fresh,False,False,Sartori
Prairie Breeze Cheddar,https://www.cheese.com/prairie-breeze-cheddar/,cow,United States,Iowa,Cheddar,"hard, artisan","creamy, crumbly, grainy",natural,yellow,"nutty, sharp, sweet","grassy, mild",True,False,Milton Creamery LLC
Prairie Rose,https://www.cheese.com/prairie-rose/,Unknown,United States,Iowa,Swiss Cheese,"semi-hard, artisan","creamy, open",natural,yellow,"creamy, full-flavored, smooth","grassy, mild, nutty",True,False,Milton Creamery LLC
Prairie Tomme,https://www.cheese.com/prairie-tomme/,sheep,United States,Missouri,Tomme,"semi-hard, artisan","firm, smooth",natural,cream,"buttery, nutty",rich,False,False,Green Dirt Farm
Prastost,https://www.cheese.com/prastost/,cow,Sweden,Wisconsin,Cheddar,semi-soft,creamy,natural,yellow,"salty, spicy, strong","aromatic, rich",False,False,Sartori
President Brie,https://www.cheese.com/president-brie/,cow,France,Wisconsin,Brie,"soft, artisan, soft-ripened","buttery, creamy, runny, spreadable",bloomy,pale yellow,"buttery, creamy, subtle",rich,No,No,Sartori
President Camembert,https://www.cheese.com/president-camembert/,cow,United States,New York,Camembert,"semi-soft, soft-ripened","creamy, firm, soft",bloomy,cream,"creamy, earthy",rich,No,No,President Cheese
President Fat Free Feta,https://www.cheese.com/president-fat-free-feta/,cow,"France, United States",New York,Feta,"firm, artisan, brined",crumbly,natural,white,"herbaceous, salty, tangy",fresh,No,No,President Cheese
President Light Brie,https://www.cheese.com/president-light-brie/,cow,France,New York,Brie,"soft, soft-ripened","creamy, runny, smooth",bloomy,white,"creamy, mild, nutty, tangy",strong,No,No,President Cheese
President Madrigal,https://www.cheese.com/president-madrigal/,cow,France,Wisconsin,Swiss Cheese,"semi-hard, artisan","smooth, soft",natural,straw,"nutty, sweet",rich,No,No,President Cheese
Prima Donna,https://www.cheese.com/prima-donna/,cow,Netherlands,Wisconsin,Parmesan,hard,"crumbly, crystalline, firm, grainy",natural,yellow,"full-flavored, nutty, sweet",rich,No,No,Vandersterre Groep International B.V.
Prima Donna fino,https://www.cheese.com/prima-donna-fino/,cow,Netherlands,Wisconsin,Parmesan,hard,"crumbly, crystalline, firm",natural,pale yellow,"full-flavored, nutty, sweet",rich,No,No,Vandersterre Groep International B.V.
Prima Donna forte,https://www.cheese.com/prima-donna-forte/,Unknown,Netherlands,Wisconsin,Parmesan,hard,"crumbly, crystalline, flaky, grainy",natural,yellow,"nutty, strong, sweet",rich,No,No,Vandersterre Groep International B.V.
Prima Donna leggero,https://www.cheese.com/prima-donna-leggero/,cow,Netherlands,Wisconsin,Parmesan,hard,"crumbly, crystalline, firm",natural,yellow,"savory, sharp",rich,No,No,Vandersterre Groep International B.V.
Prima Donna maturo,https://www.cheese.com/prima-donna-maturo/,cow,Netherlands,Wisconsin,Parmesan,hard,"crumbly, crystalline, firm, grainy",natural,yellow,sharp,rich,No,No,Vandersterre Groep International B.V.
Primo Fresco,https://www.cheese.com/primo-fresco/,sheep,United States,California,Mozzarella,"fresh soft, artisan","creamy, fluffy, spreadable",natural,white,"salty, savory, subtle, tangy","fresh, mild",True,False,Weirauch Farm and Creamery
Prince-Jean,https://www.cheese.com/prince-jean/,cow,Belgium,Wisconsin,Mozzarella,"fresh soft, artisan",creamy,natural,white,buttery,"fresh, rich",False,False,Sartori
Prix de Diane,https://www.cheese.com/prix-de-diane/,cow,United States,Maine,Brie,"soft, artisan","creamy, soft, soft-ripened",bloomy,pale yellow,"buttery, citrusy, creamy, subtle",rich,True,False,Lakin's Gorges Cheese LLC
Processed Cheddar,https://www.cheese.com/processed-cheddar/,cow,United States,Wisconsin,Cheddar,"semi-hard, processed","creamy, smooth",natural,white,sharp,rich,No,No,Sartori
Processed Cheese,https://www.cheese.com/pasteurized-processed/,cow,United States,Wisconsin,Cheddar,"soft, processed","creamy, smooth, spreadable, springy",plastic,white,creamy,rich,False,False,Various
Processed Smoked Gouda,https://www.cheese.com/processed-smoked-gouda/,cow,United States,Wisconsin,Gouda,"semi-hard, processed",creamy,natural,straw,"creamy, mild, smokey",smokey,No,No,Emmi Roth USA
Promontory,https://www.cheese.com/promontory/,cow,United States,Utah,Cheddar,"hard, artisan","creamy, firm",natural,pale yellow,"buttery, citrusy","fruity, rich",True,False,Beehive Cheese Company
Provel,https://www.cheese.com/provel/,cow,United States,"St. Louis, Missouri",Cheddar,"soft, processed","buttery, gooey",plastic,white,buttery,smokey,False,False,Sartori
Providence,https://www.cheese.com/providence/,goat,United States,North Carolina,Pecorino,"semi-soft, artisan","compact, crumbly",washed,pale yellow,creamy,yeasty,False,False,Goat Lady Dairy
Provoleta,https://www.cheese.com/provoleta/,water buffalo,Argentina,Wisconsin,Pasta filata,"semi-hard, artisan","creamy, smooth, springy",natural,pale yellow,"mild, smokey",fresh,False,False,Sartori
Provolone,https://www.cheese.com/provolone/,cow,Italy,Po valley region,Pasta filata,"semi-hard, artisan",firm,natural,pale yellow,tangy,pleasant,No,No,Sartori
Provolone del Monaco,https://www.cheese.com/provolone-del-monaco/,cow,Italy,Naples,Pasta filata,"semi-hard, artisan","firm, grainy",natural,pale yellow,"buttery, sweet",pleasant,False,False,Sartori
Provolone Mandarino Gran Riserva,https://www.cheese.com/provolone-mandarino-gran-riserva/,cow,Italy,Veneto,Pasta filata,"semi-hard, artisan","elastic, stringy, supple",natural,white,"pronounced, spicy, subtle",spicy,False,False,La Casearia Carpenedo S.r.l.
Provolone Valpadana,https://www.cheese.com/provolone-valpadana/,cow,Italy,Valpadana,Pasta filata,"semi-hard, artisan",firm,natural,pale yellow,full-flavored,rich,False,False,Sartori
Président Fresh Goat Cheese,https://www.cheese.com/president-fresh-goat-cheese/,goat,France,Poitou-Charentes,Cottage,"fresh firm, artisan","dense, smooth",natural,white,"herbaceous, mild, sharp, smooth, tangy","fresh, goaty",No,No,President Cheese
PsycheDillic,https://www.cheese.com/psychedillic/,goat,United States,California,Cottage,fresh soft,"creamy, smooth, spreadable",rindless,white,"creamy, full-flavored, herbaceous",aromatic,True,False,Cypress Grove Chevre
Pule,https://www.cheese.com/pule/,donkey,Serbia,Zasavica,Brie,artisan,crumbly,natural,white,creamy,rich,No,No,Sartori
Purple Haze,https://www.cheese.com/purple-haze/,goat,United States,California,Cottage,fresh soft,"creamy, crumbly, smooth, spreadable",rindless,white,"earthy, herbaceous",aromatic,True,False,Cypress Grove Chevre
Purple's a Must,https://www.cheese.com/purples-must/,"cow, goat","Canada, Italy",Lombardy,Blue,"semi-hard, artisan, blue-veined","creamy, crumbly",mold ripened,pale yellow,"full-flavored, strong",rich,No,No,Fifth Town Artisan Cheese
Pyengana Cheddar,https://www.cheese.com/pyengana-cheddar/,cow,Australia,Tasmania,Cheddar,"hard, semi-hard, artisan","creamy, crumbly, smooth",natural,pale yellow,"acidic, full-flavored, herbaceous, savory, spicy","grassy, herbal",False,False,Pyengana Dairy Company
Pyramide,https://www.cheese.com/pyramide/,goat,France,Loire Valley,Brie,"soft, artisan",crumbly,natural,ivory,creamy,pungent,False,False,Sartori
Pérail de Brebis,https://www.cheese.com/perail-de-brebis/,sheep,France,Wisconsin,Brie,"soft, artisan","creamy, smooth",natural,pale yellow,"full-flavored, strong",goaty,No,No,Sartori
Saaland Pfarr,https://www.cheese.com/saaland-pfarr/,cow,Sweden,Wisconsin,Cheddar,semi-soft,creamy,natural,yellow,"salty, spicy, strong","aromatic, rich",False,False,Norrmejerier
Saanen Silk,https://www.cheese.com/saanen-silk/,goat,Canada,Ontario,Brie,"semi-soft, artisan, soft-ripened","creamy, fluffy, runny, soft-ripened",bloomy,white,"mild, mushroomy","floral, pleasant",False,False,Cross Wind Farm
Saanenkaese,https://www.cheese.com/saanenkaese/,cow,Switzerland,Wisconsin,Parmesan,"hard, processed","brittle, firm",natural,pale yellow,fruity,strong,False,False,Sartori
Saga,https://www.cheese.com/saga/,cow,Denmark,Wisconsin,Brie,"soft, blue-veined, soft-ripened",creamy,bloomy,white,"creamy, mild",mild,False,False,Sartori
Sage Derby,https://www.cheese.com/sage-derby/,cow,"England, United Kingdom",East Midlands,Cheddar,"semi-hard, artisan",firm,natural,green,"herbaceous, mild",herbal,True,False,Sartori
Saint Agur,https://www.cheese.com/saint-agur/,cow,France,Auvergne,Blue,"soft, blue-veined","creamy, smooth, spreadable",natural,blue,"fruity, mellow, sharp",strong,False,False,Savencia Fromage & Dairy
Saint Albray,https://www.cheese.com/saint-albray/,cow,France,Aquitaine,Cheddar,semi-soft,"creamy, smooth",washed,white,"mild, sweet","buttery, mild",No,No,Sartori
Saint André,https://www.cheese.com/saint-andre/,cow,France,Wisconsin,Brie,"soft, soft-ripened","creamy, dense",bloomy,ivory,"buttery, tangy",rich,No,No,Sartori
Saint Felicien,https://www.cheese.com/saint-felicien/,cow,France,Wisconsin,Brie,"soft, artisan",creamy,natural,white,creamy,nutty,No,No,Sartori
Saint Honoré,https://www.cheese.com/saint-honore/,cow,Canada,Quebec,Brie,"soft, soft-ripened","creamy, smooth, soft, soft-ripened, supple",bloomy,cream,"creamy, mild",mild,No,No,La Maison Alexis de Portneuf Inc.
Saint Marcellin,https://www.cheese.com/saint-marcellin/,cow,France,Wisconsin,Brie,"soft, artisan","creamy, smooth",natural,white,"mild, tangy",rich,False,False,Sartori
Saint Nectaire,https://www.cheese.com/saint-nectaire/,cow,France,Auvergne,Tomme,"semi-soft, artisan","creamy, smooth",washed,ivory,pungent,grassy,False,False,Sartori
Saint Paulin,https://www.cheese.com/saint-paulin/,cow,France,Wisconsin,Saint-Paulin,"semi-soft, artisan","creamy, firm",washed,white,"buttery, sweet",milky,No,No,Fromagerie Fritz Kaiser
Saint Rose,https://www.cheese.com/saint-rose/,sheep,United States,California,Pecorino,"semi-soft, artisan",firm,natural,pale yellow,"citrusy, floral, nutty, sharp","grassy, mild",True,False,Weirauch Farm and Creamery
Sainte-Maure de Touraine AOC,https://www.cheese.com/sainte-maure-de-touraine-aoc/,goat,France,Loire,Pecorino,"semi-soft, artisan","creamy, fluffy, soft",natural,white,creamy,rich,False,False,Sartori
Salemville Amish Blue,https://www.cheese.com/salemville-amish-blue/,cow,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined","creamy, crumbly",natural,ivory,"creamy, earthy","earthy, rich",No,No,"DCI Cheese Company, Inc"
Salemville Amish Gorgonzola,https://www.cheese.com/salemville-amish-gorgonzola/,cow,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined","creamy, crumbly",natural,ivory,"creamy, earthy, piquant","earthy, rich",No,No,"DCI Cheese Company, Inc"
Salemville Smokehaus Blue,https://www.cheese.com/salemville-smokehaus-blue/,cow,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined",creamy,natural,ivory,"creamy, smokey","earthy, rich, smokey",No,No,"DCI Cheese Company, Inc"
Salers,https://www.cheese.com/salers/,cow,France,"Auvergne, Salers",Cheddar,semi-hard,creamy,natural,red,"fruity, spicy",rich,False,False,Sartori
Salsa Asiago,https://www.cheese.com/salsa-asiago/,cow,United States,Wisconsin,Cheddar,"hard, artisan","compact, firm, open, smooth",natural,pale yellow,"creamy, garlicky, nutty, sharp, spicy","aromatic, nutty, pungent",True,False,Sartori
Saltbush Chevre,https://www.cheese.com/saltbush_chevre/,goat,Australia,South Australia,Cottage,"fresh firm, artisan",creamy,rindless,white,"acidic, grassy, herbaceous, salty","goaty, grassy, herbal",True,False,Woodside Cheese Wrights
Samso,https://www.cheese.com/samso/,cow,Denmark,Wisconsin,Cheddar,semi-hard,supple,waxed,yellow,"nutty, sour, sweet",rich,False,False,Sartori
San Andreas,https://www.cheese.com/san-andreas/,sheep,United States,California,Cheddar,"hard, artisan","creamy, firm, open, smooth",natural,straw,"butterscotch, nutty, sweet","clean, mild, rich",True,False,Bellwether Farms
San Geronimo,https://www.cheese.com/san-geronimo/,cow,United States,Nicasio,Mozzarella,"semi-soft, brined",smooth,washed,white,"acidic, meaty, mellow, mild, tangy, tart",earthy,False,False,Nicasio Valley Cheese Company
San Simón DOP,https://www.cheese.com/san-simon/,cow,Spain,Galicia,Cheddar,semi-soft,"buttery, creamy",natural,cream,buttery,"smokey, woody",False,False,Sartori
Sancerre,https://www.cheese.com/sancerre/,goat,France,Wisconsin,Gouda,hard,creamy,natural,white,"nutty, strong",rich,False,False,Sartori
Sandy Creek,https://www.cheese.com/sandy-creek/,goat,United States,North Carolina,Brie,"soft, soft-ripened","runny, smooth",mold ripened,ivory,"citrusy, lemony, mushroomy, tangy","earthy, grassy",True,False,Goat Lady Dairy
Santa Gadea,https://www.cheese.com/santa-gadea/,goat,Spain,Wisconsin,Cottage,"soft, semi-soft","creamy, smooth, soft",natural,white,creamy,rich,No,No,Sartori
Sao Jorge,https://www.cheese.com/sao-jorge/,cow,Portugal,Azores,Cheddar,semi-hard,"chalky, crumbly, firm",natural,golden yellow,"spicy, tangy",rich,False,False,Sartori
Sap Sago,https://www.cheese.com/sap-sago/,cow,Switzerland,Canton of Glarus,Gouda,hard,dry,natural,green,creamy,herbal,No,No,Sartori
Saporito,https://www.cheese.com/saporito/,cow,Italy,"Treviso, Veneto",Cheddar,"semi-hard, artisan",creamy,natural,ivory,"creamy, mild",herbal,No,No,Moro Latteria di Moro Sergio
Sardo,https://www.cheese.com/sardo/,cow,Argentina,Wisconsin,Gouda,hard,"crumbly, firm, flaky",natural,pale yellow,"full-flavored, salty, sharp",rich,False,False,Sartori
Sarró de Cabra,https://www.cheese.com/sarro-de-cabra/,goat,Spain,Barcelona,Pecorino,"semi-soft, artisan",buttery,cloth wrapped,white,"citrusy, strong, tangy","mild, sweet",No,No,Formatgeries Montbrú
Sartori Classic Cheese Asiago,https://www.cheese.com/sartori-classic-cheese-asiago/,cow,United States,Wisconsin,Cheddar,"hard, artisan","compact, crumbly, open, smooth",natural,white,"creamy, mild, nutty",pungent,True,False,Sartori
Sartori Classic Cheese Fontina,https://www.cheese.com/sartori-classic-cheese-fontina/,cow,United States,Wisconsin,Pecorino,"semi-soft, artisan",creamy,natural,pale yellow,"creamy, nutty, smooth, sweet","aromatic, lactic",True,False,Sartori
Sartori Classic Cheese Parmesan,https://www.cheese.com/sartori-classic-cheese-parmesan/,cow,United States,Wisconsin,Parmesan,"hard, artisan","crumbly, dry, grainy",natural,yellow,"mellow, nutty, sweet",rich,True,False,Sartori
Sartori Classic Cheese Romano,https://www.cheese.com/sartori-classic-cheese-romano/,cow,United States,Wisconsin,Cheddar,"hard, artisan","brittle, crumbly, dense, flaky",natural,straw,"nutty, savory, tangy",spicy,True,False,Sartori
Sartori Classic MontAmore,https://www.cheese.com/sartori-classic-montamore/,cow,United States,Wisconsin,Parmesan,"semi-hard, artisan","dense, firm",rindless,pale yellow,"creamy, fruity, sweet, tangy","fresh, fruity, pleasant",True,False,Sartori
Sartori Limited Edition Cannella BellaVitano,https://www.cheese.com/sartori-limited-edition-cannella-bellavitano/,cow,United States,Wisconsin,Gouda,hard,creamy,natural,pale yellow,"buttery, fruity, mild, sweet","fresh, rich",True,False,Sartori
Sartori Limited Edition Cognac BellaVitano,https://www.cheese.com/sartori-limited-edition-cognac-bellavitano/,cow,United States,Northern Wisconsin,Gouda,hard,creamy,natural,white,"buttery, mild, smokey , sweet","nutty, smokey",True,False,Sartori
Sartori Limited Edition Extra-Aged Goat,https://www.cheese.com/sartori-limited-edition-extra-aged-goat/,goat,United States,Wisconsin,Blue,"semi-firm, artisan",creamy,natural,white,"mild, savory","mild, pleasant",No,No,Sartori
Sartori Limited Edition Family Heirloom BellaVitano,https://www.cheese.com/sartori-limited-edition-family-heirloom-bellavitano/,cow,United States,Wisconsin,Cheddar,"hard, artisan","crumbly, dry",natural,pale yellow,"full-flavored, strong, sweet","fermented, grassy, rich",True,False,Sartori
Sartori Limited Edition Family Heirloom Parmesan,https://www.cheese.com/sartori-limited-edition-family-heirloom-parmesan/,cow,United States,Wisconsin,Parmesan,"hard, artisan","crumbly, flaky, grainy",natural,golden yellow,"caramel, fruity, nutty, piquant, sweet","buttery, nutty, woody",True,False,Sartori
Sartori Limited Edition Pastorale Blend,https://www.cheese.com/sartori-limited-edition-pastorale-blend/,"cow, sheep",United States,Wisconsin,Cheddar,"semi-hard, artisan",creamy,natural,pale yellow,"nutty, sweet","earthy, nutty, sweet",No,No,Sartori
Sartori Reserve Balsamic BellaVitano,https://www.cheese.com/sartori-reserve-balsamic-bellavitano/,cow,United States,Wisconsin,Gouda,hard,firm,natural,white,"fruity, nutty, sweet, tangy","earthy, fruity, sweet",No,No,Sartori
Sartori Reserve Basil & Olive Oil Asiago,https://www.cheese.com/sartori-reserve-basil-olive-oil-asiago/,cow,United States,Wisconsin,Cheddar,"hard, artisan",creamy,natural,pale yellow,"herbaceous, savory, sweet","herbal, rich",No,No,Sartori
Sartori Reserve BellaVitano Gold,https://www.cheese.com/sartori-reserve-bellavitano-gold/,cow,United States,Wisconsin,Gouda,hard,creamy,natural,pale yellow,"fruity, nutty, sweet","fruity, nutty, rich",No,No,Sartori
Sartori Reserve Black Pepper BellaVitano,https://www.cheese.com/sartori-reserve-black-pepper-bellavitano/,cow,United States,Wisconsin,Cheddar,semi-hard,creamy,natural,pale yellow,"creamy, nutty, salty, spicy","nutty, rich, spicy",No,No,Sartori
Sartori Reserve Chai BellaVitano,https://www.cheese.com/sartori-reserve-chai-bellavitano/,cow,United States,Wisconsin,Cheddar,"hard, artisan",creamy,natural,pale yellow,"creamy, sweet","rich, sweet",No,No,Sartori
Sartori Reserve Cheese Mediterranean Fontina,https://www.cheese.com/sartori-reserve-cheese-mediterranean-fontina/,cow,United States,Wisconsin,Pecorino,"semi-soft, artisan",creamy,natural,cream,"garlicky, piquant, spicy, sweet","earthy, herbal",True,False,Sartori
Sartori Reserve Dolcina Gorgonzola,https://www.cheese.com/sartori-reserve-dolcina-gorgonzola/,cow,United States,Wisconsin,Blue,"semi-firm, blue-veined","creamy, soft",natural,ivory,"mild, smooth, sweet","rich, spicy",No,No,Sartori
